Block Type;96well;;;
Chemistry;SYBR_GREEN;;;
Experiment File Name;D:\Documents and Settings\INSTR-ADMIN\My Documents\LukaszL_qPCR\miRNA_2-1.eds;;;
Experiment Run End Time;2017-06-16 11:25:46 AM CEST;;;
Instrument Type;steponeplus;;;
Passive Reference;;;;
;;;;
Well;Cycle;Target Name;Rn;?Rn
G5;30;Target 1;34126,77734;183,0069122
G5;31;Target 1;36259,20313;2145,854248
G5;32;Target 1;38677,44141;4394,51416
G5;33;Target 1;44297,19922;9844,693359
G5;34;Target 1;54792,38281;20170,29883
G5;35;Target 1;76531,30469;41739,64063
G5;36;Target 1;111001,9141;76040,67188
G5;37;Target 1;157608,8281;122478,0078
G5;38;Target 1;209789,9688;174489,5781
G5;39;Target 1;257006,4844;221536,5
G5;40;Target 1;283751,1875;248111,625
G6;1;Target 1;34297,26563;10,50651073
G6;2;Target 1;34275,64453;-11,11458302
G6;3;Target 1;34287,36719;0,608072937
G6;4;Target 1;34101,96875;-184,7903595
G6;5;Target 1;34418,25781;131,498703
G6;6;Target 1;34527,55469;240,795578
G6;7;Target 1;34774,65625;487,8971252
G6;8;Target 1;34912,98828;626,229187
G6;9;Target 1;35071,71875;784,9596558
G6;10;Target 1;35219,35156;932,5924683
G6;11;Target 1;35457,38672;1170,627563
G6;12;Target 1;35503,94531;1217,186157
G6;13;Target 1;35801,75781;1514,998657
G6;14;Target 1;35864,46875;1577,709595
G6;15;Target 1;36114,21094;1827,451782
G6;16;Target 1;36217,16797;1930,408813
G6;17;Target 1;36322,57813;2035,81897
G6;18;Target 1;36352,92188;2066,162842
G6;19;Target 1;36545,67188;2258,912842
G6;20;Target 1;36577,33594;2290,576904
G6;21;Target 1;36666,47656;2379,717529
G6;22;Target 1;36827,86328;2541,104248
G6;23;Target 1;36849,95313;2563,194092
G6;24;Target 1;36974,21875;2687,459717
G6;25;Target 1;37197,01563;2910,256592
G6;26;Target 1;37268,60547;2981,846436
G6;27;Target 1;37774,07813;3487,319092
G6;28;Target 1;38302,15625;4015,397217
G6;29;Target 1;39176,93359;4890,174316
G6;30;Target 1;40986,20313;6699,443848
G6;31;Target 1;44771,60547;10484,84668
G6;32;Target 1;51723,28125;17436,52148
G6;33;Target 1;64745,25;30458,49023
G6;34;Target 1;87820,39844;53533,64063
G6;35;Target 1;119972,9297;85686,17188
G6;36;Target 1;154183,7656;119897,0078
G6;37;Target 1;192112,9531;157826,1875
G6;38;Target 1;227562,5313;193275,7656
G6;39;Target 1;261139,6875;226852,9219
G6;40;Target 1;289716,7813;255430,0156
G7;1;Target 1;33885,58203;350,7589722
G7;2;Target 1;33755,86719;159,3116913
G7;3;Target 1;33798,26172;139,9737854
G7;4;Target 1;33670,95313;-49,06724167
G7;5;Target 1;33751,49219;-30,26061249
G7;6;Target 1;33770,5625;-72,92273712
G7;7;Target 1;33935,76953;30,5518589
G7;8;Target 1;33997,68359;30,73348618
G7;9;Target 1;34068,66406;39,98152161
G7;10;Target 1;34119,52734;29,11236572
G7;11;Target 1;34079,05078;-73,09663391
G7;12;Target 1;34179,87109;-34,00875473
G7;13;Target 1;34271,94922;-3,663065672
G7;14;Target 1;34285,76563;-51,57909393
G7;15;Target 1;34319,17578;-79,90137482
G7;16;Target 1;34550,51953;89,70993805
G7;17;Target 1;34577,53125;54,98922348
G7;18;Target 1;34547,13281;-37,14164734
G7;19;Target 1;34692,04688;46,03997803
G7;20;Target 1;34604,97656;-102,7627716
G7;21;Target 1;34807,0625;37,59073257
G7;22;Target 1;34805,51563;-25,68857765
G7;23;Target 1;34875,07422;-17,86242104
G7;24;Target 1;34936,35156;-18,31751251
G7;25;Target 1;35013,74609;-2,655416012
G7;26;Target 1;35178,37891;100,2449646
G7;27;Target 1;35016,57031;-123,2960663
G7;28;Target 1;35423,32422;221,7254028
G7;29;Target 1;35875,29688;611,9656372
G7;30;Target 1;36552,64844;1227,584717
G7;31;Target 1;37989,27734;2602,481201
G7;32;Target 1;40449,53906;5001,010742
G7;33;Target 1;45622,0625;10111,80176
G7;34;Target 1;55716,88281;20144,88867
G7;35;Target 1;74916,60938;39282,88281
G7;36;Target 1;107746,3906;72050,92969
G7;37;Target 1;157868;122110,8125
G7;38;Target 1;222846,6563;187027,7344
G7;39;Target 1;284225,375;248344,7188
G7;40;Target 1;333294,4375;297352,0625
G8;1;Target 1;28866,35547;142,3057251
G8;2;Target 1;28730,14258;-130,6536407
G8;3;Target 1;29063,65625;66,11354065
G8;4;Target 1;29058,5625;-75,7266922
G8;5;Target 1;29255,5293;-15,50638008
G8;6;Target 1;29451,54102;43,75885391
G8;7;Target 1;29532,2168;-12,31184864
G8;8;Target 1;29637,26172;-44,01341248
G8;9;Target 1;29857,55273;39,5311203
G8;10;Target 1;29932,41602;-22,35208321
G8;11;Target 1;30112,02148;20,50690079
G8;12;Target 1;29970,11328;-258,1477966
G8;13;Target 1;30227,70313;-137,3044281
G8;14;Target 1;30296,58984;-205,1641998
G8;15;Target 1;30515,05469;-123,4458313
G8;16;Target 1;30556,89258;-218,3544312
G8;17;Target 1;30619,96484;-292,028656
G8;18;Target 1;30678,20703;-370,5329285
G8;19;Target 1;30719,51367;-465,9727783
G8;20;Target 1;30797,50195;-524,7310181
G8;21;Target 1;30907,40625;-551,5731812
G8;22;Target 1;31089,99219;-505,7337341
G8;23;Target 1;31205,69531;-526,7770996
G8;24;Target 1;31321,87305;-547,3458252
G8;25;Target 1;31422,25586;-583,7095337
G8;26;Target 1;31549,88281;-592,8290405
G8;27;Target 1;31916,14648;-363,3118591
G8;28;Target 1;32439,87109;23,66627693
G8;29;Target 1;33379,85156;826,9002686
G8;30;Target 1;35047,85938;2358,161621
G8;31;Target 1;38685,09375;5858,649414
G8;32;Target 1;45453,17188;12489,98145
G8;33;Target 1;58163,85156;25063,91406
G8;34;Target 1;81713,47656;48476,79297
G8;35;Target 1;120790,6563;87417,22656
G8;36;Target 1;172582,4375;139072,2656
G8;37;Target 1;225126,6875;191479,7656
G8;38;Target 1;266626,6875;232843,0156
G8;39;Target 1;298893,5625;264973,1563
G8;40;Target 1;321681;287623,8438
G9;1;Target 1;28977,92188;209,0613251
G9;2;Target 1;28838,16602;34,9961586
G9;3;Target 1;28758,39453;-79,08462524
G9;4;Target 1;28835,74414;-36,04431915
G9;5;Target 1;28873,61133;-32,48643112
G9;6;Target 1;28942,07813;1,671062469
G9;7;Target 1;28998,26172;23,54535484
G9;8;Target 1;29107,75;98,72433472
G9;9;Target 1;29067,5293;24,19433022
G9;10;Target 1;29081,05469;3,410419226
G9;11;Target 1;29160,59375;48,64017868
G9;12;Target 1;29175,97852;29,71564484
G9;13;Target 1;29255,40039;74,82821655
G9;14;Target 1;29165,11719;-49,76428604
G9;15;Target 1;29264,75;15,55922413
G9;16;Target 1;29229,37891;-54,12117004
G9;17;Target 1;29296,57813;-21,23125267
G9;18;Target 1;29348,55664;-3,562039137
G9;19;Target 1;29374,52148;-11,906497
G9;20;Target 1;29325,05078;-95,68650055
G9;21;Target 1;29502,98242;47,93583679
G9;22;Target 1;29499,01953;9,663645744
G9;23;Target 1;29529,66406;5,998875618
G9;24;Target 1;29500,26758;-57,70690918
G9;25;Target 1;29688,34766;96,06386566
G9;26;Target 1;29897,08008;270,4869995
G9;27;Target 1;30289,02344;628,1210327
G9;28;Target 1;30995,58203;1300,370361
G9;29;Target 1;32232,75977;2503,23877
G9;30;Target 1;34803,90625;5040,076172
G9;31;Target 1;39853,49219;10055,35254
G9;32;Target 1;49420,39063;19587,94141
G9;33;Target 1;68209,39063;38342,63281
G9;34;Target 1;100568,0313;70666,96094
G9;35;Target 1;142612,4844;112677,1094
G9;36;Target 1;182224,8281;152255,1406
G9;37;Target 1;214851,75;184847,75
G9;38;Target 1;240859,9531;210821,6406
G9;39;Target 1;261131,9063;231059,2969
G9;40;Target 1;278312,9375;248206,0156
G10;1;Target 1;36299,35938;681,7931519
G10;2;Target 1;36100,0625;441,4469604
G10;3;Target 1;36077,94141;378,2765503
G10;4;Target 1;35721,26953;-19,44461441
G10;5;Target 1;35856,1875;74,42405701
G10;6;Target 1;35883,85547;61,04272079
G10;7;Target 1;35862,51563;-1,346422672
G10;8;Target 1;35879,64844;-25,26291084
G10;9;Target 1;35973,34766;27,38700676
G10;10;Target 1;35846,75;-140,2599487
G10;11;Target 1;35915,42969;-112,6295624
G10;12;Target 1;35900,96875;-168,139801
G10;13;Target 1;35906,03125;-204,1266022
G10;14;Target 1;36019,33594;-131,8712158
G10;15;Target 1;36048,21094;-144,045517
G10;16;Target 1;36136,32422;-96,98153687
G10;17;Target 1;36288,12109;13,76603603
G10;18;Target 1;36289,64844;-25,75592041
G10;19;Target 1;36241,49609;-114,9575653
G10;20;Target 1;36471,50391;74,00094604
G10;21;Target 1;36694,07813;255,5258636
G10;22;Target 1;36780;300,3984375
G10;23;Target 1;36744,74219;224,0913239
G10;24;Target 1;36883,65234;321,952179
G10;25;Target 1;37298,39844;695,6489868
G10;26;Target 1;38047,17969;1403,380981
G10;27;Target 1;39572,66406;2887,815918
G10;28;Target 1;41976,88281;5250,985352
G10;29;Target 1;46215,40625;9448,459961
G10;30;Target 1;54807,9375;17999,94141
G10;31;Target 1;70292,70313;33443,65625
G10;32;Target 1;98274,82813;61384,73438
G10;33;Target 1;142593,0938;105661,9531
G10;34;Target 1;198703,625;161731,4375
G10;35;Target 1;251879,1563;214865,9063
G10;36;Target 1;293465,7188;256411,4219
G10;37;Target 1;325257,0938;288161,75
G10;38;Target 1;345823,4375;308687,0625
G10;39;Target 1;360552,3438;323374,9063
G10;40;Target 1;373004,0938;335785,5938
G11;1;Target 1;33509,35938;515,0924072
G11;2;Target 1;32927,61719;-86,11705017
G11;3;Target 1;33165,16406;131,9625702
G11;4;Target 1;32966,44141;-86,22735596
G11;5;Target 1;33014,86328;-57,27273941
G11;6;Target 1;33078,83594;-12,76734543
G11;7;Target 1;33026,53906;-84,53147888
G11;8;Target 1;33239,94531;109,4075089
G11;9;Target 1;33115,84375;-34,16131973
G11;10;Target 1;33203,0625;33,590168
G11;11;Target 1;33185,68359;-3,25599885
G11;12;Target 1;33350,92188;142,5150146
G11;13;Target 1;33662,10156;434,2274475
G11;14;Target 1;34007,41797;760,0765991
G11;15;Target 1;34397,53125;1130,722656
G11;16;Target 1;35308,85547;2022,57959
G11;17;Target 1;37202,67188;3896,928711
G11;18;Target 1;40474,5625;7149,352051
G11;19;Target 1;47053,53516;13708,85742
G11;20;Target 1;59237,02734;25872,88281
G11;21;Target 1;81670,65625;48287,04297
G11;22;Target 1;116411,8438;83008,76563
G11;23;Target 1;162230,375;128807,8281
G11;24;Target 1;209988,0625;176546,0469
G11;25;Target 1;251623,625;218162,1406
G11;26;Target 1;281971,3125;248490,3594
G11;27;Target 1;308326,3438;274825,9375
G11;28;Target 1;326684,7813;293164,9063
G11;29;Target 1;346228,0625;312688,7188
G11;30;Target 1;359051,2813;325492,4688
G11;31;Target 1;368293,125;334714,8438
G11;32;Target 1;376700,0625;343102,3125
G11;33;Target 1;382491,4063;348874,1875
G11;34;Target 1;389801,4688;356164,7813
G11;35;Target 1;396457,375;362801,2188
G11;36;Target 1;399833,4375;366157,8125
G11;37;Target 1;405975,125;372280,0313
G11;38;Target 1;405898;372183,4375
G11;39;Target 1;407550,3125;373816,2813
G11;40;Target 1;410315,8125;376562,3125
G12;1;Target 1;23644,29297;-537,1001587
G12;2;Target 1;24108,29883;-107,6830292
G12;3;Target 1;24292,54492;41,9743576
G12;4;Target 1;24222;-63,15926743
G12;5;Target 1;24325,625;5,877030373
G12;6;Target 1;24339,65625;-14,68042278
G12;7;Target 1;24438,25781;49,33243561
G12;8;Target 1;24379,77344;-43,74064255
G12;9;Target 1;24462,37305;4,270264149
G12;10;Target 1;24512,00391;19,31241989
G12;11;Target 1;24568,71289;41,43270111
G12;12;Target 1;24532,43555;-29,43334579
G12;13;Target 1;24583,9668;-12,49079895
G12;14;Target 1;24632,35156;1,3052634
G12;15;Target 1;24580,66602;-84,96898651
G12;16;Target 1;24727,00391;26,78020096
G12;17;Target 1;24841,46094;106,6485291
G12;18;Target 1;25030,42383;261,0227051
G12;19;Target 1;25299,88672;495,8969116
G12;20;Target 1;25473,90039;635,3218994
G12;21;Target 1;25812,25586;939,088623
G12;22;Target 1;25853,5293;945,7733765
G12;23;Target 1;26105,78906;1163,444458
G12;24;Target 1;26415,30469;1438,371338
G12;25;Target 1;26741,73047;1730,208374
G12;26;Target 1;27025,87109;1979,760376
G12;27;Target 1;27308,3418;2227,642334
G12;28;Target 1;27515,08594;2399,797852
G12;29;Target 1;27935,26172;2785,384766
G12;30;Target 1;28262,00586;3077,540283
G12;31;Target 1;28302,13672;3083,08252
G12;32;Target 1;28498,54688;3244,903809
G12;33;Target 1;28546,18164;3257,949951
G12;34;Target 1;28665,28516;3342,464844
G12;35;Target 1;28728,37305;3370,963867
G12;36;Target 1;28869,14258;3477,144775
G12;37;Target 1;28931,14258;3504,556152
G12;38;Target 1;29144,32617;3683,150879
G12;39;Target 1;29370,97266;3875,20874
G12;40;Target 1;29422,76563;3892,413086
H1;1;Target 1;22867,27344;748,4445801
H1;2;Target 1;22441,05469;209,1286163
H1;3;Target 1;22394,46875;49,4454422
H1;4;Target 1;22347,13281;-110,9877319
H1;5;Target 1;22514,94727;-56,27051163
H1;6;Target 1;22652,12695;-32,18805695
H1;7;Target 1;22771,86133;-25,55091667
H1;8;Target 1;22920,42578;9,916302681
H1;9;Target 1;23115,9375;92,33078766
H1;10;Target 1;23150,50781;13,80386639
H1;11;Target 1;23346,12891;96,32772827
H1;12;Target 1;23361,36328;-1,535133243
H1;13;Target 1;23528,82422;52,82857132
H1;14;Target 1;23630,28906;41,19617844
H1;15;Target 1;23720,00391;17,81378937
H1;16;Target 1;23855,47656;40,1892128
H1;17;Target 1;23870,96289;-57,42169571
H1;18;Target 1;23911,58398;-129,8978271
H1;19;Target 1;23898,04102;-256,5380249
H1;20;Target 1;23934,83594;-332,8403625
H1;21;Target 1;23991,73633;-389,0372009
H1;22;Target 1;24013,10547;-480,7652893
H1;23;Target 1;24095,67188;-511,2961121
H1;24;Target 1;24194,16797;-525,8972778
H1;25;Target 1;24345,98047;-487,1819763
H1;26;Target 1;24587,12305;-359,1366577
H1;27;Target 1;25052,42188;-6,935050011
H1;28;Target 1;25903,7207;731,2665405
H1;29;Target 1;27673,96484;2388,41333
H1;30;Target 1;31014,16211;5615,513672
H1;31;Target 1;37399,09766;11887,35156
H1;32;Target 1;49267,66406;23642,82031
H1;33;Target 1;70862,95313;45125,01172
H1;34;Target 1;105735,1172;79884,07813
H1;35;Target 1;151590,8125;125626,6797
H1;36;Target 1;197253,4375;171176,2031
H1;37;Target 1;236382,3438;210192,0156
H1;38;Target 1;266046,375;239742,9531
H1;39;Target 1;289094,8125;262678,2813
H1;40;Target 1;306991,9063;280462,2813
H2;1;Target 1;23570,64844;98,34457397
H2;2;Target 1;23624,09766;56,65049744
H2;3;Target 1;23721,12109;58,53064346
H2;4;Target 1;23716,17773;-41,5560112
H2;5;Target 1;23778,33984;-74,5371933
H2;6;Target 1;23919,26563;-28,75470924
H2;7;Target 1;24097,9668;54,80316925
H2;8;Target 1;24200,31055;62,00362396
H2;9;Target 1;24254,55664;21,10642433
H2;10;Target 1;24294,80078;-33,79272842
H2;11;Target 1;24405,93359;-17,80321121
H2;12;Target 1;24359,8125;-159,0675964
H2;13;Target 1;24575,2832;-38,74019241
H2;14;Target 1;24720,64063;11,47393703
H2;15;Target 1;24834,53125;30,2212677
H2;16;Target 1;24932,24805;32,79476929
H2;17;Target 1;24935,35547;-59,24110413
H2;18;Target 1;25118,54688;28,80700874
H2;19;Target 1;25277,63086;92,74769592
H2;20;Target 1;25435,9707;155,9442444
H2;21;Target 1;25534,62891;159,4591522
H2;22;Target 1;25623,28516;152,9721069
H2;23;Target 1;25737,16797;171,7116394
H2;24;Target 1;26002,40234;341,8027039
H2;25;Target 1;26152,81641;397,0734863
H2;26;Target 1;26252,71484;401,8286133
H2;27;Target 1;26511,75195;565,7224121
H2;28;Target 1;26822,86719;781,694397
H2;29;Target 1;27581,35742;1445,04126
H2;30;Target 1;28792,87891;2561,419434
H2;31;Target 1;30978,51563;4651,913086
H2;32;Target 1;34739,39844;8317,652344
H2;33;Target 1;41272,54688;14755,65723
H2;34;Target 1;50670,94531;24058,91211
H2;35;Target 1;61670,82031;34963,64453
H2;36;Target 1;72662,71875;45860,39844
H2;37;Target 1;87045,42969;60147,96875
H2;38;Target 1;100111,4688;73118,85938
H2;39;Target 1;114477,6406;87389,89063
H2;40;Target 1;127878;100695,1094
H3;1;Target 1;27059,56055;280,8822632
H3;2;Target 1;26992,08984;192,1768494
H3;3;Target 1;27197,60547;376,4577637
H3;4;Target 1;26980,05469;137,672287
H3;5;Target 1;27138,09375;274,4766541
H3;6;Target 1;26996,23828;111,3864899
H3;7;Target 1;26924,08008;17,99358559
H3;8;Target 1;26889,37891;-37,94228745
H3;9;Target 1;26784,78906;-163,7668304
H3;10;Target 1;26889,57617;-80,2144165
H3;11;Target 1;26780,875;-210,1502838
H3;12;Target 1;26842,47656;-169,783432
H3;13;Target 1;26783,44336;-250,0513306
H3;14;Target 1;26854,69922;-200,0301666
H3;15;Target 1;26924,19531;-151,7687683
H3;16;Target 1;26916,14453;-181,0542603
H3;17;Target 1;26981,18359;-137,2498932
H3;18;Target 1;27046,71289;-92,95529175
H3;19;Target 1;27073,21484;-87,68804169
H3;20;Target 1;27143,07031;-39,06727219
H3;21;Target 1;27206,69141;3,319123745
H3;22;Target 1;27319,33398;94,727005
H3;23;Target 1;27495,8125;249,9708252
H3;24;Target 1;27802,79492;535,7185669
H3;25;Target 1;27779,11523;490,8041687
H3;26;Target 1;27929,9668;620,4210205
H3;27;Target 1;28191,48047;860,7000122
H3;28;Target 1;28397,82617;1045,811035
H3;29;Target 1;29234,01367;1860,763794
H3;30;Target 1;30309,61328;2915,128662
H3;31;Target 1;32284,89258;4869,17334
H3;32;Target 1;35565,625;8128,670898
H3;33;Target 1;40783,42188;13325,2334
H3;34;Target 1;47185,625;19706,20117
H3;35;Target 1;55606,51172;28105,85352
H3;36;Target 1;63897,35938;36375,46484
H3;37;Target 1;73188,49219;45645,36328
H3;38;Target 1;80556,33594;52991,97266
H3;39;Target 1;87552,44531;59966,84766
H3;40;Target 1;92556,01563;64949,18359
H4;1;Target 1;28802,1543;260,1191101
H4;2;Target 1;28996,59375;437,32547
H4;3;Target 1;29068,53125;492,0298767
H4;4;Target 1;29035,40625;441,671814
H4;5;Target 1;28902,40039;291,4328613
H4;6;Target 1;28983,55859;355,3579712
H4;7;Target 1;28789,13672;143,7030182
H4;8;Target 1;28673,82031;11,15351677
H4;9;Target 1;28609,71484;-70,18503571
H4;10;Target 1;28488,56641;-208,5665588
H4;11;Target 1;28508,35156;-206,0144958
H4;12;Target 1;28386,32813;-345,2710266
H4;13;Target 1;28581,39453;-167,4376984
H4;14;Target 1;28449,03906;-317,0262451
H4;15;Target 1;28532,09766;-251,2007446
H4;16;Target 1;28587,70703;-212,8244629
H4;17;Target 1;28663,50586;-154,258728
H4;18;Target 1;28583,96289;-251,0347748
H4;19;Target 1;28600,58984;-251,6409149
H4;20;Target 1;28583,95117;-285,5126648
H4;21;Target 1;28742,25195;-144,4449768
H4;22;Target 1;28861,89453;-42,03548813
H4;23;Target 1;28869,56641;-51,59669876
H4;24;Target 1;28880,36719;-58,02900696
H4;25;Target 1;28879,39258;-76,23670197
H4;26;Target 1;29034,59766;61,73528671
H4;27;Target 1;29138,17188;148,076416
H4;28;Target 1;29186,5332;179,2046661
H4;29;Target 1;29240,66016;216,098526
H4;30;Target 1;29134,81641;93,02169037
H4;31;Target 1;29136,58398;77,55618286
H4;32;Target 1;29310,29492;234,0340271
H4;33;Target 1;29441,73438;348,240387
H4;34;Target 1;29389,95117;279,2240906
H4;35;Target 1;29509,44336;381,4832153
H4;36;Target 1;29540,06836;394,8751221
H4;37;Target 1;29738,43164;576,0053101
H4;38;Target 1;29847,34961;667,6901855
H4;39;Target 1;30081,8457;884,953186
H4;40;Target 1;30102,26953;888,1439209
H5;1;Target 1;22270,82031;502,2129211
H5;2;Target 1;22200,68359;396,9162903
H5;3;Target 1;22298,92773;460,0005188
H5;4;Target 1;22146,58203;272,4949036
H5;5;Target 1;22089,4082;180,1611786
H5;6;Target 1;21951,23242;6,825484753
H5;7;Target 1;21841,41797;-138,14888
H5;8;Target 1;21950,91602;-63,81074524
H5;9;Target 1;21894,12109;-155,7655792
H5;10;Target 1;21852,84375;-232,2028351
H5;11;Target 1;21984,10156;-136,1049347
H5;12;Target 1;22029,47852;-125,887886
H5;13;Target 1;22059,06641;-131,4599152
H5;14;Target 1;22059,66406;-166,022171
H5;15;Target 1;22134,36719;-126,4789505
H5;16;Target 1;22101,94141;-194,0646362
H5;17;Target 1;22264,91016;-66,25580597
H5;18;Target 1;22317,73047;-48,59540176
H5;19;Target 1;22352,00391;-49,48187637
H5;20;Target 1;22441,80859;5,162900448
H5;21;Target 1;22552,50781;80,70220947
H5;22;Target 1;22608,10156;101,1360474
H5;23;Target 1;22675,76563;133,6401978
H5;24;Target 1;22753,66602;176,3806763
H5;25;Target 1;22830,2207;217,7754517
H5;26;Target 1;22687,6543;40,04913712
H5;27;Target 1;22722,27344;39,50836563
H5;28;Target 1;23008,1875;290,2625122
H5;29;Target 1;23075,6875;322,6026001
H5;30;Target 1;22925,72461;137,4797974
H5;31;Target 1;23233,52734;410,1226196
H5;32;Target 1;23101,23047;242,6658478
H5;33;Target 1;23179,10156;285,3770142
H5;34;Target 1;23192,49609;263,6116333
H5;35;Target 1;23706,49219;742,4478149
H5;36;Target 1;23725,38672;726,1824341
H5;37;Target 1;23630,36719;596,0029907
H5;38;Target 1;23717,85938;648,3352661
H5;39;Target 1;24117,92969;1013,245667
H5;40;Target 1;23903,82813;763,9841919
H6;1;Target 1;22997,66797;80,68170929
H6;2;Target 1;23082,89258;216,9855499
H6;3;Target 1;22934,25195;119,4241486
H6;4;Target 1;22684,375;-79,37358093
H6;5;Target 1;22658,76172;-53,90763474
H6;6;Target 1;22668,52148;6,93135643
H6;7;Target 1;22619,02734;8,516441345
H6;8;Target 1;22544,70313;-14,72855091
H6;9;Target 1;22470,78711;-37,56534195
H6;10;Target 1;22455,04297;-2,230255604
H6;11;Target 1;22435,61914;29,42514229
H6;12;Target 1;22378,62305;23,50827408
H6;13;Target 1;22375,52344;71,48789215
H6;14;Target 1;22396,44922;143,4929047
H6;15;Target 1;22447,6875;245,8104095
H6;16;Target 1;22514,28906;363,4911804
H6;17;Target 1;22537,44336;437,7247009
H6;18;Target 1;22650,17383;601,5344238
H6;19;Target 1;22743,61523;746,0550537
H6;20;Target 1;22913,62695;967,1459961
H6;21;Target 1;23019,57422;1124,172485
H6;22;Target 1;23199,41406;1355,091553
H6;23;Target 1;23222,78711;1429,543823
H6;24;Target 1;23490,66406;1748,5
H6;25;Target 1;23767,01172;2075,927002
H6;26;Target 1;24253,28516;2613,279541
H6;27;Target 1;24848,41992;3259,493652
H6;28;Target 1;25912,57813;4374,730957
H6;29;Target 1;27910,80859;6424,040527
H6;30;Target 1;31265,68359;9829,995117
H6;31;Target 1;36924,77344;15540,16406
H6;32;Target 1;46132,65625;24799,12695
H6;33;Target 1;60026,63672;38744,1875
H6;34;Target 1;78278,21094;57046,83984
H6;35;Target 1;100059,2188;78878,92969
H6;36;Target 1;122888,4219;101759,2109
H6;37;Target 1;146119,5;125041,3672
H6;38;Target 1;164691,2031;143664,1406
H6;39;Target 1;182083,7813;161107,8125
H6;40;Target 1;194914,75;173989,8594
H7;1;Target 1;26171,50977;-256,5229187
H7;2;Target 1;26465,09375;53,46184921
H7;3;Target 1;26437,58789;42,35676956
H7;4;Target 1;26360,56641;-18,26393318
H7;5;Target 1;26339,60938;-22,8201828
H7;6;Target 1;26311,87695;-34,15182114
H7;7;Target 1;26327,66406;-1,963932276
H7;8;Target 1;26348,07031;34,84309769
H7;9;Target 1;26331,70703;34,88059998
H7;10;Target 1;26350,01953;69,5938797
H7;11;Target 1;26420,17383;156,1489563
H7;12;Target 1;26492,33594;244,711853
H7;13;Target 1;26581,62891;350,4056091
H7;14;Target 1;26669,52734;454,7048035
H7;15;Target 1;26763,96484;565,5430908
H7;16;Target 1;26904,02344;722,0025024
H7;17;Target 1;27048,40234;882,7821655
H7;18;Target 1;27138,44141;989,2219849
H7;19;Target 1;27291,66016;1158,841553
H7;20;Target 1;27377,80664;1261,388794
H7;21;Target 1;27575,01172;1474,994629
H7;22;Target 1;27683,40625;1599,789917
H7;23;Target 1;27817,43555;1750,220093
H7;24;Target 1;28006,92969;1956,11499
H7;25;Target 1;28142,5332;2108,119385
H7;26;Target 1;28319,32813;2301,314941
H7;27;Target 1;28437,67969;2436,067383
H7;28;Target 1;28701,1543;2715,942627
H7;29;Target 1;29008,69336;3039,882568
H7;30;Target 1;29146,24609;3193,836182
H7;31;Target 1;29428,49023;3492,480957
H7;32;Target 1;29668,46875;3748,860352
H7;33;Target 1;29906,49609;4003,28833
H7;34;Target 1;30169,32813;4282,520996
H7;35;Target 1;30612,99805;4742,591797
H7;36;Target 1;30775,7207;4921,715332
H7;37;Target 1;30824,60742;4987,00293
H7;38;Target 1;31036,75977;5215,556152
H7;39;Target 1;31151,34961;5346,546387
H7;40;Target 1;31140,39648;5351,994141
H8;1;Target 1;26534,625;108,899231
H8;2;Target 1;26537,95117;244,7708893
H8;3;Target 1;26441,11328;280,4784851
H8;4;Target 1;26075,60156;47,51226044
H8;5;Target 1;25844,08984;-51,45396805
H8;6;Target 1;25711,26172;-51,7366066
H8;7;Target 1;25549,23047;-81,22236633
H8;8;Target 1;25403,23438;-94,67297363
H8;9;Target 1;25196,00781;-169,3540497
H8;10;Target 1;25111,2832;-121,533165
H8;11;Target 1;24967,07422;-133,1966553
H8;12;Target 1;24999,56641;31,84101295
H8;13;Target 1;24957,17773;121,9978333
H8;14;Target 1;24923,97461;221,3401947
H8;15;Target 1;24916,49609;346,4071655
H8;16;Target 1;24929,58594;492,042511
H8;17;Target 1;24934,74609;629,7481689
H8;18;Target 1;24976,07617;803,6237183
H8;19;Target 1;25094,09375;1054,186768
H8;20;Target 1;25117,51172;1210,150269
H8;21;Target 1;25171,72656;1396,910522
H8;22;Target 1;25222,26172;1579,991211
H8;23;Target 1;25223,65234;1713,927368
H8;24;Target 1;25333,26953;1956,089966
H8;25;Target 1;25540,9375;2296,303467
H8;26;Target 1;25651,97266;2539,884033
H8;27;Target 1;25766,92969;2787,386719
H8;28;Target 1;25883,35156;3036,354004
H8;29;Target 1;26124,58984;3410,137695
H8;30;Target 1;26313,57031;3731,663818
H8;31;Target 1;26476,99609;4027,63501
H8;32;Target 1;26687,68359;4370,868164
H8;33;Target 1;26799;4614,72998
H8;34;Target 1;26947,63281;4895,908203
H8;35;Target 1;27100,72852;5181,549316
H8;36;Target 1;27387,31445;5600,680664
H8;37;Target 1;27638,6875;5984,599121
H8;38;Target 1;27734,69531;6213,152832
H8;39;Target 1;27777,16406;6388,166992
H8;40;Target 1;27776,17188;6519,720215
H9;1;Target 1;27046,78125;653,5548096
H9;2;Target 1;27195,16016;796,8069458
H9;3;Target 1;27043,15039;639,6703491
H9;4;Target 1;26755,30078;346,6939392
H9;5;Target 1;26633,875;220,1413727
H9;6;Target 1;26548,16797;129,3075256
H9;7;Target 1;26431,51953;7,532289505
H9;8;Target 1;26259,42188;-169,6921692
H9;9;Target 1;26189,05078;-245,1900635
H9;10;Target 1;26168,50977;-270,8578796
H9;11;Target 1;26113,19531;-331,2991333
H9;12;Target 1;26027,45703;-422,1642456
H9;13;Target 1;26131,71484;-323,0332336
